timestamp,cpu_overall,cpu_per_core,cpu_cores,memory_usage,memory_used,total_memory,disk_read,disk_write,net_receive,net_transmit,gpu_usage,gpu_memory_usage,total_gpu_memory,gpu_temp,gpu_power
2025-10-02T09:29:19.919896+00:00,28.2,0.0;0.0;100.0;10.0,4,22.4,1467,7941,0.0,68.4,0.0,0.0,,,,,
2025-10-02T09:29:20.020012+00:00,46.2,22.2;60.0;100.0;11.1,4,22.5,1468,7941,0.0,26.0,0.0,0.0,,,,,
2025-10-02T09:29:20.120120+00:00,33.3,0.0;0.0;100.0;18.2,4,22.5,1472,7941,0.0,100.0,0.0,0.0,,,,,
2025-10-02T09:29:20.220231+00:00,45.0,11.1;20.0;100.0;40.0,4,22.4,1464,7941,0.0,87.9,0.0,0.0,,,,,
2025-10-02T09:29:20.320334+00:00,28.2,0.0;0.0;100.0;11.1,4,22.4,1467,7941,0.0,44.2,0.0,0.0,,,,,
2025-10-02T09:29:20.420440+00:00,27.5,0.0;0.0;100.0;9.1,4,22.5,1470,7941,0.0,13.3,0.0,0.0,,,,,
2025-10-02T09:29:20.520592+00:00,27.5,0.0;0.0;100.0;10.0,4,22.4,1464,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:20.620741+00:00,25.6,9.1;0.0;100.0;0.0,4,22.5,1468,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:20.720899+00:00,39.0,0.0;36.4;100.0;10.0,4,22.4,1463,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:20.821054+00:00,33.3,0.0;20.0;100.0;0.0,4,22.4,1466,7941,0.0,47.4,0.0,0.0,,,,,
2025-10-02T09:29:20.921198+00:00,28.2,10.0;0.0;100.0;18.2,4,22.5,1469,7941,0.0,92.8,0.0,0.0,,,,,
2025-10-02T09:29:21.021305+00:00,40.0,0.0;44.4;100.0;20.0,4,22.4,1464,7941,0.0,59.1,0.0,0.0,,,,,
2025-10-02T09:29:21.121415+00:00,48.7,50.0;11.1;100.0;20.0,4,22.5,1468,7941,0.0,56.0,0.0,0.0,,,,,
2025-10-02T09:29:21.221518+00:00,35.0,10.0;0.0;100.0;30.0,4,22.4,1464,7941,0.0,100.0,0.0,0.0,,,,,
2025-10-02T09:29:21.321613+00:00,27.5,0.0;0.0;100.0;0.0,4,22.4,1467,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:21.421710+00:00,25.6,0.0;0.0;100.0;9.1,4,22.6,1478,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:21.521808+00:00,25.0,0.0;0.0;100.0;0.0,4,22.5,1473,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:21.621950+00:00,29.3,0.0;0.0;100.0;9.1,4,22.5,1474,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:21.722074+00:00,28.2,10.0;0.0;100.0;0.0,4,22.6,1476,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:21.822198+00:00,25.0,9.1;0.0;100.0;9.1,4,22.6,1477,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:21.922328+00:00,27.5,0.0;0.0;100.0;10.0,4,22.5,1476,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:22.022502+00:00,27.5,0.0;0.0;100.0;0.0,4,22.5,1474,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:22.123802+00:00,34.2,0.0;0.0;100.0;33.3,4,22.5,1471,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:22.223908+00:00,36.6,0.0;0.0;100.0;30.0,4,22.5,1473,7941,0.0,100.0,0.0,0.0,,,,,
2025-10-02T09:29:22.324008+00:00,26.3,0.0;9.1;100.0;0.0,4,22.5,1474,7941,0.0,59.5,0.0,0.0,,,,,
2025-10-02T09:29:22.424191+00:00,29.3,0.0;10.0;100.0;10.0,4,22.5,1474,7941,0.0,15.9,0.0,0.0,,,,,
2025-10-02T09:29:22.524337+00:00,25.0,9.1;0.0;100.0;0.0,4,22.4,1467,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:22.624443+00:00,27.5,9.1;9.1;100.0;0.0,4,22.4,1467,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:22.724577+00:00,30.0,18.2;0.0;100.0;0.0,4,22.5,1469,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:22.824649+00:00,40.0,0.0;0.0;100.0;40.0,4,22.5,1470,7941,0.0,36.9,0.0,0.0,,,,,
2025-10-02T09:29:22.924752+00:00,35.9,0.0;10.0;100.0;44.4,4,22.4,1464,7941,0.0,73.0,0.0,0.0,,,,,
2025-10-02T09:29:23.024854+00:00,32.5,0.0;0.0;100.0;18.2,4,22.5,1473,7941,0.0,96.9,0.0,0.0,,,,,
2025-10-02T09:29:23.127447+00:00,35.0,0.0;45.5;100.0;0.0,4,22.5,1475,7941,0.0,71.1,0.0,0.0,,,,,
2025-10-02T09:29:23.227556+00:00,40.0,11.1;40.0;100.0;9.1,4,22.6,1476,7941,0.0,30.9,0.0,0.0,,,,,
2025-10-02T09:29:23.330028+00:00,32.5,0.0;30.0;100.0;0.0,4,22.6,1477,7941,0.0,100.0,0.0,0.0,,,,,
2025-10-02T09:29:23.430208+00:00,31.4,0.0;0.0;100.0;44.4,4,22.5,1472,7941,0.0,14.9,0.0,0.0,,,,,
2025-10-02T09:29:23.530307+00:00,26.3,9.1;18.2;100.0;0.0,4,22.6,1477,7941,0.0,60.7,0.0,0.0,,,,,
2025-10-02T09:29:23.630404+00:00,28.2,0.0;20.0;100.0;0.0,4,22.5,1470,7941,0.0,89.0,0.0,0.0,,,,,
2025-10-02T09:29:23.730503+00:00,30.8,10.0;0.0;100.0;0.0,4,22.5,1472,7941,0.0,0.0,0.1,0.1,,,,,
2025-10-02T09:29:23.830616+00:00,26.8,0.0;0.0;100.0;0.0,4,22.5,1474,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:23.930764+00:00,25.6,9.1;16.7;100.0;0.0,4,22.5,1474,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:24.030910+00:00,31.0,0.0;0.0;100.0;0.0,4,22.6,1476,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:24.131024+00:00,35.9,100.0;10.0;30.0;0.0,4,22.6,1481,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:24.231180+00:00,35.9,100.0;30.0;0.0;10.0,4,22.6,1483,7941,0.0,100.0,0.0,0.0,,,,,
2025-10-02T09:29:24.331270+00:00,40.0,100.0;22.2;40.0;0.0,4,22.6,1481,7941,0.0,100.0,0.0,0.0,,,,,
2025-10-02T09:29:24.431375+00:00,29.3,100.0;10.0;0.0;0.0,4,22.6,1479,7941,0.0,45.1,0.0,0.0,,,,,
2025-10-02T09:29:24.531488+00:00,30.0,100.0;30.0;0.0;0.0,4,22.6,1482,7941,0.0,100.0,0.0,0.0,,,,,
2025-10-02T09:29:24.631605+00:00,25.6,100.0;9.1;0.0;10.0,4,22.7,1484,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:24.731722+00:00,30.0,100.0;0.0;0.0;0.0,4,22.6,1479,7941,0.0,0.0,0.1,0.1,,,,,
2025-10-02T09:29:24.831839+00:00,27.5,100.0;9.1;0.0;0.0,4,22.6,1481,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:24.931936+00:00,25.6,100.0;0.0;0.0;0.0,4,22.7,1484,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:25.032039+00:00,27.5,100.0;9.1;0.0;16.7,4,22.6,1479,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:25.132193+00:00,25.6,100.0;10.0;0.0;0.0,4,22.6,1482,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:25.232295+00:00,29.3,100.0;10.0;0.0;0.0,4,22.7,1484,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:25.332428+00:00,25.6,100.0;0.0;0.0;0.0,4,22.7,1487,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:25.432569+00:00,26.8,100.0;0.0;0.0;0.0,4,22.7,1490,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:25.532689+00:00,30.8,100.0;18.2;18.2;0.0,4,22.7,1485,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:25.632802+00:00,33.3,100.0;0.0;11.1;0.0,4,22.7,1486,7941,0.0,41.4,0.0,0.0,,,,,
2025-10-02T09:29:25.732916+00:00,35.0,100.0;27.3;10.0;10.0,4,22.7,1489,7941,0.0,69.5,0.0,0.0,,,,,
2025-10-02T09:29:25.833020+00:00,31.7,100.0;22.2;0.0;0.0,4,22.7,1489,7941,0.0,72.9,0.0,0.0,,,,,
2025-10-02T09:29:25.933135+00:00,27.5,100.0;9.1;0.0;0.0,4,22.7,1489,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:26.033305+00:00,25.6,100.0;0.0;0.0;0.0,4,22.7,1488,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:26.133454+00:00,51.3,100.0;30.0;20.0;70.0,4,22.7,1487,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:26.233564+00:00,35.0,100.0;0.0;0.0;11.1,4,22.7,1490,7941,0.0,31.0,0.0,0.1,,,,,
2025-10-02T09:29:26.333663+00:00,29.3,100.0;20.0;0.0;0.0,4,22.7,1484,7941,0.0,48.1,0.0,0.0,,,,,
2025-10-02T09:29:26.433769+00:00,32.5,100.0;27.3;0.0;0.0,4,22.7,1484,7941,0.0,100.0,0.0,0.0,,,,,
2025-10-02T09:29:26.533870+00:00,26.8,100.0;10.0;0.0;0.0,4,22.7,1484,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:26.633990+00:00,35.9,100.0;0.0;0.0;30.0,4,22.7,1484,7941,0.0,32.9,0.0,0.0,,,,,
2025-10-02T09:29:26.734094+00:00,37.5,100.0;27.3;0.0;18.2,4,22.7,1486,7941,0.0,71.1,0.0,0.1,,,,,
2025-10-02T09:29:26.834227+00:00,41.5,100.0;11.1;60.0;0.0,4,22.7,1486,7941,0.0,8.0,0.0,0.0,,,,,
2025-10-02T09:29:26.934338+00:00,31.4,100.0;10.0;0.0;0.0,4,22.7,1488,7941,0.0,63.0,0.0,0.0,,,,,
2025-10-02T09:29:27.034440+00:00,28.2,100.0;20.0;0.0;0.0,4,22.7,1489,7941,0.0,75.0,0.0,0.0,,,,,
2025-10-02T09:29:27.134679+00:00,31.7,100.0;20.0;0.0;10.0,4,22.7,1489,7941,0.0,18.5,0.0,0.0,,,,,
2025-10-02T09:29:27.234843+00:00,32.5,100.0;10.0;0.0;20.0,4,22.7,1491,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:27.334951+00:00,26.3,100.0;0.0;0.0;0.0,4,22.8,1492,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:27.435057+00:00,26.8,100.0;0.0;0.0;0.0,4,22.8,1492,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:27.535212+00:00,41.0,100.0;27.3;30.0;9.1,4,22.8,1492,7941,0.0,66.2,0.0,0.0,,,,,
2025-10-02T09:29:27.635320+00:00,32.5,100.0;33.3;0.0;0.0,4,22.7,1485,7941,0.0,16.0,0.0,0.0,,,,,
2025-10-02T09:29:27.739485+00:00,36.6,100.0;30.0;9.1;0.0,4,22.7,1486,7941,0.0,100.0,0.1,0.1,,,,,
2025-10-02T09:29:27.839589+00:00,43.6,100.0;10.0;55.6;9.1,4,22.7,1487,7941,0.0,20.9,0.0,0.0,,,,,
2025-10-02T09:29:27.939695+00:00,27.5,100.0;10.0;0.0;0.0,4,22.7,1488,7941,0.0,32.0,0.0,0.0,,,,,
2025-10-02T09:29:28.039799+00:00,32.5,100.0;22.2;0.0;0.0,4,22.7,1489,7941,0.0,100.0,0.0,0.0,,,,,
2025-10-02T09:29:28.139924+00:00,39.5,100.0;25.0;37.5;9.1,4,22.7,1490,7941,0.0,71.4,0.0,0.0,,,,,
2025-10-02T09:29:28.240052+00:00,37.5,100.0;0.0;36.4;11.1,4,22.7,1490,7941,0.0,16.0,0.0,0.1,,,,,
2025-10-02T09:29:28.340190+00:00,30.0,100.0;11.1;0.0;0.0,4,22.8,1500,7941,0.0,80.0,0.0,0.0,,,,,
2025-10-02T09:29:28.440293+00:00,43.6,100.0;27.3;40.0;9.1,4,22.9,1501,7941,0.0,100.0,0.0,0.0,,,,,
2025-10-02T09:29:28.541244+00:00,34.1,100.0;0.0;11.1;0.0,4,22.9,1502,7941,0.0,47.6,0.0,0.0,,,,,
2025-10-02T09:29:28.649475+00:00,32.6,100.0;18.2;9.1;16.7,4,22.9,1500,7941,0.0,100.0,0.0,0.0,,,,,
2025-10-02T09:29:28.749602+00:00,37.5,100.0;20.0;18.2;0.0,4,22.9,1502,7941,0.0,16.5,0.0,0.1,,,,,
2025-10-02T09:29:28.849701+00:00,27.5,100.0;18.2;0.0;0.0,4,22.9,1503,7941,0.0,48.0,0.0,0.0,,,,,
2025-10-02T09:29:28.949868+00:00,25.6,100.0;0.0;0.0;10.0,4,22.9,1501,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:29.050022+00:00,29.3,100.0;9.1;0.0;9.1,4,22.9,1500,7941,0.0,24.0,0.0,0.0,,,,,
2025-10-02T09:29:29.150197+00:00,33.3,100.0;0.0;30.0;0.0,4,22.7,1488,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:29.250310+00:00,45.0,100.0;0.0;60.0;18.2,4,22.7,1487,7941,0.0,0.0,0.1,0.1,,,,,
2025-10-02T09:29:29.350466+00:00,25.6,100.0;0.0;0.0;0.0,4,22.8,1494,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:29.450643+00:00,35.0,100.0;0.0;0.0;33.3,4,22.8,1492,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:29.550831+00:00,30.0,100.0;0.0;0.0;20.0,4,22.8,1498,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:29.651557+00:00,52.5,100.0;27.3;80.0;9.1,4,22.9,1501,7941,0.0,100.0,0.0,0.0,,,,,
2025-10-02T09:29:29.751668+00:00,30.8,100.0;10.0;0.0;11.1,4,22.8,1495,7941,0.0,24.9,0.1,0.1,,,,,
2025-10-02T09:29:29.855700+00:00,33.3,100.0;30.0;0.0;0.0,4,22.8,1494,7941,0.0,15.3,0.0,0.0,,,,,
2025-10-02T09:29:29.955828+00:00,35.9,100.0;30.0;0.0;18.2,4,22.8,1496,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:30.057894+00:00,40.5,100.0;20.0;40.0;0.0,4,23.0,1472,7941,0.0,100.0,0.0,0.0,,,,,
2025-10-02T09:29:30.157990+00:00,51.3,100.0;25.0;40.0;33.3,4,22.5,1474,7941,0.0,67.3,0.0,0.0,,,,,
2025-10-02T09:29:30.258095+00:00,32.5,100.0;0.0;10.0;27.3,4,22.6,1477,7941,0.0,15.9,0.1,0.1,,,,,
2025-10-02T09:29:30.358213+00:00,28.2,100.0;10.0;0.0;0.0,4,22.6,1478,7941,0.0,61.0,0.0,0.0,,,,,
2025-10-02T09:29:30.462679+00:00,31.0,100.0;10.0;0.0;0.0,4,22.6,1483,7941,0.0,69.4,0.0,0.0,,,,,
2025-10-02T09:29:30.562831+00:00,35.0,100.0;10.0;30.0;0.0,4,22.8,1496,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:30.662981+00:00,41.5,100.0;0.0;40.0;27.3,4,22.8,1496,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:30.764465+00:00,37.5,100.0;10.0;0.0;30.0,4,22.7,1490,7941,0.0,73.1,0.0,0.1,,,,,
2025-10-02T09:29:30.864563+00:00,35.0,100.0;20.0;0.0;20.0,4,22.7,1488,7941,0.0,56.4,0.0,0.0,,,,,
2025-10-02T09:29:30.964721+00:00,25.6,100.0;0.0;0.0;0.0,4,22.7,1489,7941,0.0,31.2,0.0,0.0,,,,,
2025-10-02T09:29:31.064871+00:00,45.0,100.0;9.1;70.0;0.0,4,22.6,1481,7941,0.0,12.2,0.0,0.0,,,,,
2025-10-02T09:29:31.164979+00:00,55.0,100.0;30.0;50.0;44.4,4,22.7,1488,7941,0.0,7.5,0.0,0.0,,,,,
2025-10-02T09:29:31.265079+00:00,30.0,100.0;0.0;0.0;18.2,4,22.8,1497,7941,0.0,38.6,0.0,0.0,,,,,
2025-10-02T09:29:31.365181+00:00,32.5,100.0;27.3;0.0;0.0,4,22.8,1498,7941,0.0,100.0,0.0,0.0,,,,,
2025-10-02T09:29:31.465332+00:00,45.0,100.0;0.0;70.0;0.0,4,22.8,1495,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:31.565478+00:00,26.8,100.0;9.1;0.0;9.1,4,22.8,1495,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:31.665626+00:00,26.3,100.0;0.0;0.0;0.0,4,22.9,1501,7941,0.0,9.5,0.0,0.0,,,,,
2025-10-02T09:29:31.765732+00:00,32.5,100.0;10.0;9.1;25.0,4,22.9,1502,7941,0.0,16.9,0.1,0.1,,,,,
2025-10-02T09:29:31.865888+00:00,43.9,100.0;0.0;70.0;0.0,4,22.9,1501,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:31.966035+00:00,25.6,100.0;10.0;0.0;0.0,4,22.9,1500,7941,0.0,0.0,0.0,0.0,,,,,
2025-10-02T09:29:32.067707+00:00,29.3,100.0;9.1;0.0;9.1,4,22.9,1500,7941,0.0,8.4,0.0,0.0,,,,,
2025-10-02T09:29:32.167813+00:00,42.5,100.0;11.1;50.0;0.0,4,22.9,1501,7941,0.0,22.8,0.0,0.0,,,,,
2025-10-02T09:29:32.267915+00:00,51.3,100.0;20.0;70.0;20.0,4,22.8,1493,7941,0.0,90.5,0.1,0.1,,,,,
